date,tryout,city,xy_name
20190510,1,foshan_sanshuiqu,foshan2km_sanshuiqu_with_zero.txt
20190510,1,foshan_downtown,foshan2km_downtown_with_zero.txt
20190510,1,guangzhou_zengcheng,guangzhou2km_zengcheng_with_zero.txt
20190510,1,guangzhou_huadu,guangzhou2km_huadu_with_zero.txt
20190510,1,guangzhou_conghua,guangzhou2km_conghua_with_zero.txt
20190511,1,guangzhou_south,guangzhou2km_south_with_zero.txt
20190511,1,zhuzhou_lilingshi,zhuzhou2km_lilingshi_with_zero.txt
20190511,1,zhuzhou_zhuzhouxian,zhuzhou2km_zhuzhouxian_with_zero.txt
20190511,1,zhuzhou_downtown,zhuzhou2km_downtown_with_zero.txt
20190511,1,zhuzhou_youxian,zhuzhou2km_youxian_with_zero.txt
20190511,1,zhuzhou_yanlingxian,zhuzhou2km_yanlingxian_with_zero.txt
20190512,1,zhuzhou_chalingxian,zhuzhou2km_chalingxian_with_zero.txt
20190512,1,zhuzhou_lilingshi,zhuzhou2km_lilingshi_with_zero.txt
20190513,1,zhuzhou_youxian,zhuzhou2km_youxian_with_zero.txt
20190512,1,zhuzhou_chalingxian,zhuzhou2km_chalingxian_with_zero.txt
20190513,1,zhuzhou_yanlingxian,zhuzhou2km_yanlingxian_with_zero.txt
20190514,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu_with_zero.txt
20190520,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu_with_zero.txt
20190522,1,guangzhou_zengcheng,guangzhou2km_zengcheng_with_zero.txt
20190521,1,guangzhou_zengcheng,guangzhou2km_zengcheng_with_zero.txt
20190523,1,guangzhou_conghua,guangzhou2km_conghua_with_zero.txt
20190524,1,guangzhou_south,guangzhou2km_south_with_zero.txt
20190524,1,guangzhou_south,guangzhou2km_south_with_zero.txt
20190524,1,guangzhou_zengcheng,guangzhou2km_zengcheng_with_zero.txt
20190524,1,guangzhou_conghua,guangzhou2km_conghua_with_zero.txt
20190525,1,guangzhou_huadu,guangzhou2km_huadu_with_zero.txt
20190604,1,yueyang_yueyanglouqu,yueyang2km_yueyanglouqu_with_zero.txt
20190605,1,yueyang_junshanqu,yueyang2km_junshanqu_with_zero.txt
20190609,1,yueyang_yunxiqu,yueyang2km_yunxiqu_with_zero.txt
20190610,1,yueyang_yueyangxian,yueyang2km_yueyangxian_with_zero.txt

20190612,1,yueyang_xianyinxian,yueyang2km_xiangyinxian_with_zero.txt

20190613,1,dongguan,dongguan2km_with_zero.txt

20190614,1,yueyang_pingjiangxian,yueyang2km_pingjiangxian_with_zero.txt

20190617,1,yueyang_miluoshi,yueyang2km_miluoshi_with_zero.txt

20190620,1,yueyang_linxiangshi,yueyang2km_linxiangshi_with_zero.txt

20190621,1,zhuzhou_zhuzhouxian,zhuzhou2km_zhuzhouxian_with_zero.txt
